,Peak CCU,DLC count,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Average playtime forever,Median playtime forever
61070,20,0,0,0,714,97,0,708,160,68
61071,0,0,0,0,5,0,20,0,0,0
61072,0,0,0,0,24,40,0,0,364,364
61073,0,0,0,0,0,1,0,0,0,0
61074,0,0,0,0,0,0,0,0,0,0
61075,0,0,0,0,0,0,0,0,0,0
61076,0,0,0,0,0,0,0,0,0,0
61077,5,5,0,0,69,59,69,0,0,0
61078,0,0,0,0,0,4,0,0,0,0
61079,29,1,0,0,2298,274,7,2386,121,150
61080,0,0,0,0,1,0,0,0,0,0
61081,0,1,0,0,1,0,0,0,0,0
61082,0,0,0,0,112,8,15,115,0,0
61083,0,0,0,0,31,23,5000,0,0,0
61084,1,0,0,0,8,2,45,0,0,0
61085,2,0,0,0,53,8,12,0,0,0
61086,0,0,0,0,2,0,10,0,0,0
61087,0,0,0,0,26,3,35,0,0,0
61088,10,2,69,0,1769,396,29,1728,651,1198
61089,0,0,0,0,19,3,55,0,0,0
61090,0,0,0,0,11,9,10,0,0,0
61091,0,0,0,0,9,3,25,0,0,0
61092,340,1,83,0,47708,1458,17,39760,609,351
61093,0,0,0,0,0,1,0,0,0,0
61094,1,0,0,0,0,0,0,0,0,0
61095,0,0,0,0,6,16,0,0,0,0
61096,0,0,0,0,45,6,10,0,0,0
61097,5060,2,0,0,39121,106038,34,110042,1841,937
61098,0,0,0,0,0,1,30,0,0,0
61099,0,0,0,0,10,3,21,0,0,0
61100,0,0,0,0,15,12,0,0,286,286
61101,0,0,0,0,13,9,13,0,0,0
61102,0,0,0,0,36,32,12,0,27,27
61103,0,0,0,0,116,30,18,0,0,0
61104,0,0,0,0,8,1,7,0,0,0
61105,0,0,0,0,77,71,2,0,207,215
61106,0,0,0,0,1,0,1,0,0,0
61107,7,0,0,0,126,7,38,132,48,48
61108,0,1,0,0,30,11,100,0,0,0
61109,0,0,0,0,1,0,10,0,0,0
61110,0,0,0,0,31,10,0,0,0,0
61111,197,0,0,0,895,143,38,961,2302,2632
61112,0,0,0,0,2,1,0,0,0,0
61113,0,0,0,0,3,4,9,0,0,0
61114,0,1,0,0,0,0,27,0,0,0
61115,0,1,0,0,59,2,31,0,0,0
61116,0,0,0,0,58,23,23,0,0,0
61117,0,1,0,0,32,10,0,0,0,0
61118,31,0,0,0,297,34,0,315,282,282
61119,0,0,0,0,1,0,12,0,0,0
61120,0,0,0,0,0,0,0,0,0,0
61121,0,0,0,0,121,8,0,123,895,895
61122,3,1,0,0,450,113,37,534,156,156
61123,0,1,0,0,20,2,12,0,0,0
61124,0,0,0,0,29,11,11,0,0,0
61125,0,0,0,0,97,26,23,115,0,0
61126,2,0,0,0,3,0,0,0,0,0
61127,0,0,0,0,69,11,27,0,0,0
61128,0,0,0,0,4,1,0,0,0,0
61129,0,0,0,0,9,2,0,0,0,0
61130,0,3,0,0,66,46,37,0,0,0
61131,15,2,0,0,3269,80,48,3132,0,0
61132,0,0,0,0,43,6,2,0,0,0
61133,23,0,0,0,5874,1090,100,5466,587,248
61134,0,1,73,0,195,35,13,110,155,155
61135,0,0,0,0,46,3,35,0,0,0
61136,0,0,0,0,30,20,16,0,0,0
61137,0,0,0,0,258,35,30,113,133,154
61138,0,0,0,0,21,2,0,0,0,0
61139,0,0,0,0,2,0,11,0,0,0
61140,0,0,0,0,0,0,22,0,0,0
61141,1,0,0,0,4,2,0,0,0,0
61142,0,0,0,0,4,0,0,0,0,0
61143,0,0,0,0,36,4,15,0,0,0
61144,0,0,0,0,0,1,0,0,0,0
61145,0,0,0,0,28,11,0,0,0,0
61146,0,0,0,0,0,0,0,0,0,0
61147,0,0,0,0,1,0,0,0,0,0
61148,0,0,0,0,3,1,0,0,0,0
61149,0,1,0,0,46,3,24,0,121,121
61150,108,0,82,0,27409,3011,26,20285,319,191
61151,1,0,0,0,3,3,0,0,0,0
61152,118,1,0,0,2414,776,19,0,95,56
61153,0,0,0,0,5,12,12,0,0,0
61154,0,0,0,0,0,2,11,0,0,0
61155,0,0,0,0,0,1,10,0,0,0
61156,0,0,0,0,44,13,66,0,0,0
61157,0,0,0,0,18,8,0,0,0,0
61158,0,0,0,0,2,1,24,0,0,0
61159,2,0,0,0,14,8,10,0,0,0
61160,0,0,0,0,0,0,0,0,0,0
61161,0,0,0,0,27,12,30,0,0,0
61162,0,0,0,0,3,0,0,0,0,0
61163,3,1,0,0,1464,363,0,605,36,50
61164,0,0,0,0,0,0,0,0,0,0
61165,0,0,0,0,4,0,0,0,0,0
61166,0,0,0,0,6,0,16,0,0,0
61167,11,0,0,0,439,131,0,334,180,201
61168,0,0,0,0,40,19,36,0,0,0
61169,5,0,0,0,252,45,21,265,40,40
61170,0,0,0,0,23,1,0,0,0,0
61171,0,0,0,0,44,3,35,0,0,0
61172,0,0,0,0,31,1,0,0,0,0
61173,0,0,0,0,158,78,23,157,124,124
61174,9,1,0,0,232,136,0,171,193,215
61175,0,0,0,0,12,2,0,0,0,0
61176,1,0,0,0,1,2,0,0,0,0
61177,4151,0,0,0,70481,4046,102,64241,2213,1172
61178,4,0,0,0,9,3,71,0,0,0
61179,0,0,0,0,101,11,0,107,3,3
61180,0,0,0,0,0,0,0,0,0,0
61181,0,0,0,0,5,5,57,0,0,0
61182,0,0,0,0,10,3,0,0,0,0
61183,0,0,0,0,0,1,9,0,0,0
61184,0,1,0,0,533,272,43,533,121,132
61185,0,0,0,0,10,0,14,0,0,0
61186,0,0,0,0,12,2,0,0,0,0
61187,1,0,0,0,159,27,0,168,111,111
61188,3,0,0,0,117,148,58,231,0,0
61189,49,2,0,0,1361,56,27,1361,410,410
61190,0,1,0,0,0,0,10,0,0,0
61191,140,2,80,0,12466,709,15,11703,340,117
61192,11,8,0,0,1903,336,30,1983,497,381
61193,0,0,0,0,0,0,42,0,0,0
61194,0,0,0,0,3,7,1,0,0,0
61195,0,0,0,0,46,10,28,0,0,0
61196,0,0,0,0,10,6,0,0,0,0
61197,0,0,0,0,48,1,22,0,0,0
61198,0,0,0,0,31,8,0,0,0,0
61199,1,0,0,0,254,4,0,257,0,0
61200,74,43,0,0,1348,1365,20,247,221,207
61201,351,23,84,0,38951,7905,73,29640,1352,536
61202,2,0,0,0,93,23,45,0,0,0
61203,0,0,0,0,11,4,22,0,0,0
61204,0,1,68,0,272,64,0,230,1098,1115
61205,0,0,0,0,2,7,0,0,0,0
61206,0,0,0,0,18,10,14,0,0,0
61207,1,0,0,0,180,234,1,293,0,0
61208,617,6,84,0,13755,3336,47,10978,1640,419
61209,0,0,0,0,1,4,0,0,0,0
61210,0,0,0,0,1,0,0,0,0,0
61211,0,1,0,0,58,15,44,0,0,0
61212,0,2,0,0,0,0,40,0,0,0
61213,0,0,0,0,7,3,22,0,0,0
61214,0,19,0,0,4,6,65,0,0,0
61215,218,0,0,0,1660,172,0,1771,53,53
61216,0,0,0,0,3,0,0,0,0,0
61217,0,0,0,0,112,37,4,0,0,0
61218,0,0,0,0,1,6,0,0,0,0
61219,1,0,0,0,5,1,0,0,0,0
61220,0,0,0,0,3,0,0,0,0,0
61221,0,0,0,0,88,45,46,0,1,1
61222,0,0,0,0,23,13,0,0,0,0
61223,2,0,0,0,13,2,0,0,0,0
61224,0,0,0,0,0,0,0,0,0,0
61225,0,5,0,0,86,13,6,0,0,0
61226,0,0,0,0,14,3,0,0,0,0
61227,0,0,0,0,18,0,12,0,0,0
61228,17,0,0,0,120,25,0,0,0,0
61229,154,0,0,0,4343,193,83,4262,1213,1760
61230,0,0,0,0,0,0,0,0,0,0
61231,0,0,0,0,4,1,0,0,0,0
61232,0,0,0,0,36,2,6,0,0,0
61233,0,0,0,0,0,0,0,0,0,0
61234,0,0,0,0,8,12,6,0,0,0
61235,0,0,0,0,1,3,0,0,0,0
61236,61,1,0,0,263,25,0,208,0,0
61237,1,1,68,0,216,27,0,158,0,0
61238,102,0,0,0,1250,524,0,1704,512,221
61239,0,1,71,0,384,42,31,386,9,9
61240,0,1,0,0,7,0,100,0,0,0
61241,0,3,0,0,983,232,70,958,197,213
61242,0,3,0,0,51,14,32,0,0,0
61243,0,0,0,0,21,43,0,0,1,1
61244,0,0,0,0,0,0,0,0,0,0
61245,0,0,0,0,28,25,7,0,0,0
61246,0,0,0,0,8,8,27,0,0,0
61247,5,1,0,0,197,16,0,195,1552,1552
61248,1,0,55,0,373,86,37,381,411,432
61249,0,0,0,0,0,0,0,0,0,0
61250,0,0,0,0,0,0,21,0,0,0
61251,0,0,0,0,7,7,16,0,0,0
61252,0,1,0,0,14,6,50,0,0,0
61253,14,2,0,0,1051,30,0,955,1759,1759
61254,0,1,0,0,68,1,0,0,0,0
61255,0,0,0,0,33,13,3,0,0,0
61256,0,0,0,0,28,15,24,0,0,0
61257,0,0,0,0,0,0,0,0,0,0
61258,0,0,0,0,7,4,0,0,0,0
61259,0,0,0,0,1,0,0,0,0,0
61260,5,0,0,0,29,7,0,0,0,0
61261,17,0,0,0,373,56,0,396,643,643
61262,0,0,0,0,26,47,50,0,0,0
61263,0,1,0,0,17,6,20,0,0,0
61264,0,0,0,0,0,0,0,0,0,0
61265,1,0,0,0,15,10,9,0,0,0
61266,3,1,0,0,835,106,8,622,139,163
61267,0,0,0,0,5,5,0,0,0,0
61268,0,0,0,0,40,4,61,0,0,0
61269,45,0,0,0,1079,80,35,1105,10,10
61270,0,0,0,0,11,1,0,0,0,0
61271,0,1,0,0,67,14,38,0,60,60
61272,2,1,75,0,1226,192,35,961,117,66
61273,0,0,0,0,11,8,7,0,0,0
61274,0,1,0,0,100,1,25,0,0,0
61275,0,0,0,0,1,0,0,0,0,0
61276,0,0,0,0,18,15,0,0,0,0
61277,0,0,0,0,13,1,0,0,0,0
61278,0,0,0,0,2,2,0,0,0,0
61279,0,0,0,0,8,6,0,0,0,0
61280,0,0,0,0,147,5,0,0,0,0
61281,0,0,0,0,0,0,0,0,0,0
61282,0,0,0,0,219,52,14,255,0,0
61283,38,3,0,0,8848,357,20,7939,133,121
61284,0,0,0,0,0,1,2,0,0,0
61285,0,0,0,0,22,16,0,0,0,0
61286,0,1,0,0,1,0,10,0,0,0
61287,4,0,83,0,681,67,14,388,310,233
61288,1,0,0,0,93,32,0,0,153,153
61289,0,0,0,0,9,10,0,0,0,0
61290,0,0,0,0,52,31,9,0,0,0
61291,2,2,68,0,237,43,26,227,106,111
61292,0,0,0,0,21,0,12,0,0,0
61293,9,0,0,0,104,6,0,0,0,0
61294,0,0,0,0,3,8,4,0,0,0
61295,3,1,0,0,87,3,15,0,0,0
61296,0,0,0,0,9,6,0,0,0,0
61297,0,0,69,0,82,50,0,0,0,0
61298,0,2,0,0,12,2,0,0,0,0
61299,0,0,0,0,0,0,0,0,0,0
61300,0,0,0,0,8,5,0,0,0,0
61301,0,0,0,0,2,0,0,0,0,0
61302,0,0,0,0,116,46,26,113,0,0
61303,3,0,0,0,24,1,100,0,0,0
61304,0,0,0,0,0,1,8,0,0,0
61305,0,4,0,0,11,1,0,0,0,0
61306,9,0,76,0,912,148,41,982,137,137
61307,1,1,80,0,801,96,33,636,108,76
61308,0,0,0,0,5,2,3,0,0,0
61309,2,0,0,0,814,130,22,736,176,207
61310,0,0,0,0,14,3,9,0,0,0
61311,0,0,0,0,25,7,0,0,0,0
61312,15,0,0,0,64,25,0,0,0,0
61313,0,5,0,0,11,4,20,0,0,0
61314,0,0,0,0,16,1,8,0,0,0
61315,0,0,0,0,0,0,37,0,0,0
61316,1,1,0,0,41,32,48,0,0,0
61317,0,0,0,0,10,0,31,0,0,0
61318,0,0,0,0,26,25,57,0,137,137
61319,0,0,0,0,122,9,0,122,0,0
61320,0,0,0,0,0,0,0,0,0,0
61321,0,0,0,0,1,0,0,0,0,0
61322,0,0,0,0,45,10,32,0,0,0
61323,2,1,68,0,709,232,32,683,323,365
61324,0,0,0,0,17,11,0,0,0,0
61325,0,0,0,0,1,1,0,0,0,0
61326,1,1,0,0,97,76,11,152,0,0
61327,1,2,0,0,98,12,29,0,0,0
61328,265,0,76,0,5029,2169,0,0,954,169
61329,0,0,0,0,29,0,9,0,0,0
61330,0,0,0,0,1572,419,20,0,1543,747
61331,2,0,0,0,103,8,43,0,0,0
61332,115,5,0,0,2706,294,30,2467,408,418
61333,1,0,0,0,37,10,16,0,0,0
61334,0,1,0,0,15,0,14,0,0,0
61335,1,1,0,0,40,9,11,0,0,0
61336,739,15,0,0,18096,8554,72,17163,1116,548
61337,0,0,0,0,2,3,0,0,0,0
61338,0,0,0,0,12,7,60,0,0,0
61339,0,0,0,0,8,0,0,0,0,0
61340,0,0,0,0,25,6,4,0,0,0
61341,0,1,0,0,13,1,0,0,0,0
61342,5,0,0,0,60,15,9,0,0,0
61343,0,0,0,0,0,1,0,0,0,0
61344,0,0,0,0,1,0,24,0,0,0
61345,0,0,0,0,4,0,7,0,0,0
61346,0,0,0,0,0,0,3,0,0,0
61347,17,0,69,0,1718,1064,49,2258,949,645
61348,0,1,0,0,0,0,0,0,0,0
61349,0,0,0,0,2,1,17,0,0,0
61350,0,0,0,0,7,1,0,0,0,0
61351,0,0,0,0,2,0,0,0,0,0
61352,0,0,0,0,14,2,16,0,0,0
61353,0,0,0,0,0,0,0,0,0,0
61354,0,0,0,0,1,0,10,0,0,0
61355,80,1,0,0,1913,82,43,1706,164,257
61356,0,0,0,0,11,8,0,0,0,0
61357,0,0,0,0,1,1,11,0,0,0
61358,0,0,0,0,4,0,23,0,0,0
61359,0,0,0,0,8,8,0,0,2,2
61360,0,0,0,0,1,0,19,0,0,0
61361,0,0,0,0,26,29,0,0,5,5
61362,0,0,0,0,5,3,0,0,0,0
61363,0,0,0,0,11,8,0,0,0,0
61364,0,1,43,0,52,11,12,0,36,36
61365,0,0,0,0,0,0,100,0,0,0
61366,0,0,0,0,5,2,15,0,0,0
61367,153,9,0,0,1870,214,34,1458,31,41
61368,0,0,0,0,48,4,9,0,309,304
61369,0,0,0,0,9,0,0,0,0,0
61370,24,0,0,0,93,66,85,0,0,0
61371,0,0,0,0,26,2,1,0,0,0
61372,0,1,0,0,124,108,0,188,0,0
61373,0,0,0,0,0,0,0,0,0,0
61374,0,0,0,0,2,0,0,0,0,0
61375,0,0,0,0,22,7,56,0,0,0
61376,0,0,0,0,0,0,0,0,0,0
61377,0,1,0,0,12,1,12,0,0,0
61378,0,0,0,0,22,12,10,0,0,0
61379,0,0,0,0,5,9,0,0,0,0
61380,0,0,0,0,4,3,0,0,0,0
61381,1,1,82,0,467,93,27,399,104,149
61382,2,0,0,0,196,44,29,228,35,35
61383,2,0,0,0,5,1,0,0,0,0
61384,0,0,0,0,11,3,0,0,0,0
61385,0,0,0,0,0,2,0,0,0,0
61386,0,0,0,0,10,2,1,0,0,0
61387,0,0,0,0,59,4,51,0,0,0
61388,0,0,0,0,27,4,0,0,0,0
61389,0,0,0,0,0,1,0,0,0,0
61390,0,1,0,0,38,19,24,0,0,0
61391,0,0,0,0,4,0,0,0,0,0
61392,0,0,0,0,18,4,0,0,0,0
61393,3,0,0,0,0,0,0,369,159,159
61394,11,2,78,0,572,178,0,364,308,333
61395,0,0,0,0,28,9,0,0,0,0
61396,0,0,0,0,13,33,0,0,0,0
61397,0,0,0,0,2,0,0,0,0,0
61398,0,0,0,0,1,2,6,0,0,0
61399,0,0,0,0,1,0,18,0,0,0
61400,0,0,0,0,15,12,3,0,0,0
61401,0,0,0,0,4,6,0,0,0,0
61402,0,0,0,0,1,1,0,0,0,0
61403,6,0,0,0,326,32,0,326,78,135
61404,0,0,0,0,2,0,0,0,0,0
61405,0,0,0,0,36,0,50,0,0,0
61406,0,0,0,0,161,12,0,0,0,0
61407,0,0,0,0,77,118,0,114,0,0
61408,45,2,77,0,11857,460,68,10897,560,472
61409,0,0,0,0,4,0,0,0,0,0
61410,0,1,0,0,53,41,0,0,0,0
61411,0,1,0,0,17,2,21,0,0,0
61412,0,0,0,0,0,0,0,0,0,0
61413,0,0,0,0,8,3,0,0,0,0
61414,0,0,0,0,11,0,0,0,0,0
61415,0,0,0,0,2,0,0,0,0,0
61416,1,0,0,0,57,3,0,0,0,0
61417,0,0,0,0,0,0,0,0,0,0
61418,0,0,0,0,27,13,0,0,0,0
61419,0,0,0,0,1,1,0,0,0,0
61420,0,0,0,0,0,0,0,0,0,0
61421,0,1,0,0,47,5,35,0,0,0
61422,0,1,0,0,10,4,18,0,0,0
61423,0,0,0,0,2,1,0,0,0,0
61424,0,0,0,0,9,0,24,0,0,0
61425,0,0,0,0,85,14,0,0,0,0
61426,23,1,0,0,85,34,5,0,263,273
61427,41,0,0,0,78,28,13,0,0,0
61428,0,0,0,0,0,0,0,0,0,0
61429,0,0,0,0,0,0,0,0,0,0
61430,0,0,0,0,13,7,21,0,0,0
61431,5,0,0,0,70,34,0,0,0,0
61432,0,0,0,0,4,12,4,0,0,0
61433,0,0,0,0,5,2,99,0,0,0
61434,0,0,0,0,17,6,7,0,0,0
61435,0,0,0,0,0,0,0,0,0,0
61436,0,0,0,0,6,8,21,0,0,0
61437,0,1,0,0,3,0,0,0,0,0
61438,0,2,0,0,253,28,9,184,0,0
61439,0,0,0,0,3,1,0,0,0,0
61440,0,0,0,0,5,0,0,0,0,0
61441,0,0,0,0,31,4,15,0,0,0
61442,0,0,0,0,2,2,1,0,0,0
61443,0,0,0,0,3,0,12,0,0,0
61444,1,0,0,0,51,10,12,0,0,0
61445,0,0,0,0,0,0,0,0,0,0
61446,0,0,0,0,332,163,4,453,59,59
61447,0,0,0,0,7,6,0,0,0,0
61448,0,0,0,0,2,0,0,0,0,0
61449,0,0,0,0,57,54,27,0,4,4
61450,0,0,0,0,17,2,27,0,0,0
61451,0,0,0,0,3,3,0,0,0,0
61452,0,0,0,0,38,3,30,0,0,0
61453,0,0,0,0,11,0,12,0,0,0
61454,0,0,0,0,0,0,0,0,0,0
61455,0,0,0,0,12,25,5,0,67,123
61456,7,0,67,0,60,59,16,101,0,0
61457,0,0,0,0,8,1,7,0,0,0
61458,1,0,0,0,92,10,40,0,0,0
61459,0,0,0,0,4,0,22,0,0,0
61460,0,0,0,0,3,1,0,0,0,0
61461,0,2,0,0,0,0,12,0,0,0
61462,21,17,0,0,680,196,94,693,1691,2408
61463,1,0,0,0,160,60,0,0,0,0
61464,158,1,0,0,4818,209,22,4802,465,436
61465,0,0,0,0,0,0,0,0,0,0
61466,0,0,0,0,0,2,11,0,0,0
61467,27,0,0,0,4638,460,13,3879,166,111
61468,0,0,0,0,4,6,0,0,0,0
61469,16,0,0,0,564,215,0,754,186,186
61470,0,0,0,0,0,0,0,0,0,0
61471,0,0,0,0,2,0,0,0,0,0
61472,0,0,0,0,0,0,0,0,0,0
61473,4,0,0,0,444,55,22,327,229,258
61474,0,0,0,0,9,4,0,0,0,0
61475,5,0,0,0,19,8,71,0,0,0
61476,0,0,0,0,0,0,0,0,0,0
61477,1,0,0,0,89,15,6,164,0,0
61478,4,1,0,0,172,30,28,148,108,108
61479,1,0,0,0,47,46,30,0,48,48
61480,132,0,85,0,9730,2807,0,11477,428,238
61481,0,0,0,0,0,0,0,0,0,0
61482,0,1,0,0,34,16,15,0,0,0
61483,0,0,0,0,0,1,0,0,0,0
61484,0,0,0,0,5,0,31,0,0,0
61485,27,2,0,0,2687,1732,0,3975,1157,1422
61486,4,1,0,0,205,46,52,207,151,236
61487,1,5,0,0,174,19,64,131,0,0
61488,0,0,0,0,0,0,0,0,0,0
61489,0,0,0,0,41,15,0,0,0,0
61490,0,0,62,0,84,95,12,0,14,14
61491,0,0,0,0,16,3,1,0,0,0
61492,0,0,0,0,3,1,0,0,0,0
61493,0,0,0,0,0,2,0,0,0,0
61494,4,1,0,0,165,18,29,173,0,0
61495,0,0,0,0,0,0,8,0,0,0
61496,0,0,0,0,81,94,13,152,0,0
61497,0,0,0,0,9,5,0,0,0,0
61498,0,1,0,0,0,0,40,0,0,0
61499,0,0,0,0,3,0,100,0,0,0
61500,0,0,0,0,2,0,3,0,0,0
61501,0,0,0,0,2,2,0,0,0,0
61502,46,0,0,0,140,20,0,135,0,0
61503,0,0,0,0,6,0,0,0,0,0
61504,0,0,0,0,49,6,0,0,7,7
61505,0,0,0,0,0,1,0,0,0,0
61506,0,0,0,0,9,15,9,0,0,0
61507,0,0,0,0,5,1,0,0,0,0
61508,34,0,92,0,3380,102,0,2974,181,85
61509,1,0,0,0,48,41,10,0,0,0
61510,0,0,0,0,2,2,0,0,0,0
61511,1208,3,0,0,65235,17395,14,2521,449,94
61512,0,0,0,0,2,1,0,0,0,0
61513,0,0,0,0,4,0,0,0,0,0
61514,0,0,0,0,1,0,0,0,0,0
61515,0,0,0,0,1,0,1,0,0,0
61516,0,0,0,0,65,58,0,0,0,0
61517,0,0,0,0,5,10,0,0,0,0
61518,0,0,0,0,34,26,0,0,203,270
61519,3,0,0,0,443,83,0,333,8,7
61520,2,3,0,0,1509,269,4,0,0,0
61521,0,0,0,0,6,0,94,0,0,0
61522,0,0,0,0,3,0,0,0,0,0
61523,10,2,79,0,5791,384,25,1815,156,141
61524,2,0,0,0,19,0,0,0,0,0
61525,0,0,0,0,10,1,0,0,0,0
61526,1,0,0,0,9,1,0,0,0,0
61527,0,1,0,0,22,2,41,0,0,0
61528,0,0,0,0,29,5,13,0,0,0
61529,0,0,0,0,18,1,4,0,0,0
61530,2,1,0,0,318,0,20,283,0,0
61531,0,0,0,0,3,0,41,0,0,0
61532,0,0,0,0,1,0,0,0,0,0
61533,0,0,0,0,29,5,14,0,231,231
61534,0,0,0,0,1,0,28,0,0,0
61535,0,0,0,0,4,3,0,0,0,0
61536,60,0,0,0,786,46,0,807,677,677
61537,0,1,0,0,12,0,12,0,0,0
61538,0,0,0,0,0,0,0,0,0,0
61539,0,0,0,0,35,34,6,0,86,86
61540,0,0,0,0,33,17,15,0,246,268
61541,0,0,0,0,0,0,0,0,0,0
61542,0,0,0,0,39,9,29,0,0,0
61543,0,0,0,0,10,2,8,0,0,0
61544,0,0,0,0,10,6,0,0,0,0
61545,0,2,0,0,0,0,69,0,0,0
61546,0,0,0,0,34,8,0,0,0,0
61547,0,0,0,0,3,1,0,0,0,0
61548,1,0,0,0,17,1,2,0,0,0
61549,0,0,0,0,15,2,0,0,0,0
61550,0,0,0,0,0,0,5,0,0,0
61551,0,0,0,0,11,2,47,0,0,0
61552,0,0,0,0,3,0,4,0,0,0
61553,0,0,0,0,2,0,0,0,0,0
61554,103,1,0,0,1380,475,51,1710,1268,2074
61555,4,1,0,0,355,12,21,342,0,0
61556,5,0,0,0,16,5,45,0,0,0
61557,0,0,0,0,0,0,0,0,0,0
61558,4,0,91,0,1372,418,28,126,495,490
61559,0,0,0,0,0,0,0,0,0,0
61560,0,0,0,0,2,3,49,0,0,0
61561,0,0,0,0,3,1,15,0,0,0
61562,0,0,0,0,9,6,0,0,0,0
61563,0,0,0,0,73,6,0,0,0,0
61564,0,0,0,0,7,16,1,0,0,0
61565,2,0,77,0,380,76,10,230,136,156
61566,0,2,0,0,9,3,29,0,0,0
61567,0,0,0,0,0,0,0,0,0,0
61568,0,0,0,0,5,3,0,0,0,0
61569,0,0,0,0,5,0,0,0,0,0
61570,0,0,0,0,0,0,33,0,0,0
61571,23,0,0,0,0,0,100,711,75,75
61572,0,0,0,0,5,1,1,0,0,0
61573,0,0,0,0,6,0,0,0,0,0
61574,0,0,0,0,8,1,0,0,0,0
61575,1,0,0,0,13,4,11,0,0,0
61576,1,0,0,0,22,2,9,0,0,0
61577,21,0,0,0,255,195,97,0,64,92
61578,0,0,0,0,2,0,0,0,0,0
61579,0,0,0,0,4,3,0,0,0,0
61580,90,0,0,0,57,29,0,0,0,0
61581,0,0,0,0,17,5,0,0,0,0
61582,1,0,0,0,417,275,68,0,22808,87
61583,0,0,0,0,0,0,0,0,0,0
61584,0,0,0,0,3,0,9,0,0,0
61585,0,1,0,0,2,10,0,0,0,0
61586,0,0,0,0,2,1,0,0,0,0
61587,0,0,0,0,0,0,5,0,0,0
61588,0,0,0,0,2,1,1,0,0,0
61589,0,9,0,0,9,5,0,0,0,0
61590,0,0,0,0,3,3,0,0,0,0
61591,0,0,0,0,3,7,4,0,0,0
61592,1,0,0,0,124,28,22,0,0,0
61593,5,0,64,0,1108,406,13,770,90,66
61594,0,0,0,0,1,0,0,0,0,0
61595,0,0,0,0,6,1,0,0,0,0
61596,1,0,0,0,164,81,0,0,0,0
61597,0,0,0,0,2,0,14,0,0,0
61598,0,1,0,0,12,2,28,0,0,0
61599,0,0,0,0,16,0,0,0,0,0
61600,1,0,0,0,49,6,0,0,0,0
61601,0,0,55,0,610,359,16,327,188,212
61602,35,0,74,0,2655,250,48,2026,744,184
61603,0,0,0,0,2,6,0,0,0,0
61604,0,0,0,0,13,3,0,0,0,0
61605,0,0,0,0,2,0,31,0,0,0
61606,102,1,0,0,3469,391,44,3279,1148,669
61607,124,1,0,0,10881,1027,80,10593,984,551
61608,0,0,0,0,3,2,31,0,0,0
61609,0,1,0,0,4,0,30,0,0,0
61610,0,2,0,0,18,4,0,0,0,0
61611,301,0,0,0,875,136,0,795,283,283
61612,0,0,0,0,5,0,16,0,0,0
61613,0,0,0,0,3,0,10,0,0,0
61614,51,1,79,0,1511,161,47,1120,229,228
61615,0,0,0,0,5,0,22,0,0,0
61616,18,0,0,0,50,34,0,0,315,362
61617,0,0,0,0,82,5,25,0,0,0
61618,0,0,0,0,19,1,27,0,0,0
61619,0,1,0,0,37,23,7,0,236,210
61620,0,0,0,0,0,0,2,0,0,0
61621,0,0,0,0,9,2,0,0,0,0
61622,0,0,0,0,14,11,6,0,0,0
61623,0,0,0,0,4,0,0,0,0,0
61624,5,0,0,0,135,44,0,0,0,0
61625,0,0,0,0,21,6,0,0,0,0
61626,1,0,0,0,24,7,0,0,0,0
61627,3,0,0,0,0,0,0,0,0,0
61628,0,0,0,0,2,2,0,0,0,0
61629,0,0,0,0,0,0,3,0,0,0
61630,0,0,0,0,5,0,24,0,0,0
61631,1,0,0,0,347,216,0,470,381,381
61632,0,0,0,0,5,5,0,0,0,0
61633,27,0,0,0,411,157,83,534,0,0
61634,56,0,75,0,9510,668,25,6491,305,229
61635,0,0,0,0,2,1,0,0,0,0
61636,34,0,0,0,1250,302,131,1354,1198,2153
61637,0,0,0,0,5,0,0,0,0,0
61638,0,0,0,0,14,4,34,0,0,0
61639,1,0,0,0,119,15,39,121,0,0
61640,15,0,0,0,688,230,0,872,205,206
61641,0,0,0,0,0,0,0,0,0,0
61642,0,0,0,0,0,0,3,0,0,0
61643,0,0,0,0,0,0,20,0,0,0
61644,0,0,0,0,0,0,7,0,0,0
61645,0,0,0,0,8,2,0,0,0,0
61646,0,0,0,0,4,0,0,0,0,0
61647,0,0,0,0,0,0,15,0,0,0
61648,0,0,0,0,14,4,10,0,0,0
61649,0,0,0,0,0,0,0,0,0,0
61650,1,0,0,0,48,148,8,151,0,0
61651,1,1,0,0,3,3,0,0,0,0
61652,0,0,0,0,32,28,0,0,0,0
61653,0,0,0,0,3,4,0,0,0,0
61654,0,0,0,0,88,18,15,0,239,250
61655,0,0,0,0,4,0,0,0,0,0
61656,0,0,0,0,0,0,0,0,0,0
61657,0,1,0,0,49,28,29,0,0,0
61658,0,0,0,0,3,0,29,0,0,0
61659,0,0,0,0,17,6,0,0,0,0
61660,1,0,0,0,52,4,5,0,0,0
61661,0,0,0,0,2,0,0,0,0,0
61662,0,0,0,0,1,0,0,0,0,0
61663,47,1,84,0,11465,299,11,11068,301,140
61664,0,0,0,0,0,0,0,0,0,0
61665,0,0,0,0,5,1,0,0,0,0
61666,2514,0,0,0,3848,408,0,3933,5292,3042
61667,0,0,0,0,1,0,0,0,0,0
61668,0,0,0,0,0,0,0,0,0,0
61669,1,1,0,0,4,0,0,0,0,0
